"Time","control-project-56b89bcb95-xhkpw / app-namespace / PKG","control-project-56b89bcb95-xhkpw / app-namespace / DRAM","control-project-56b89bcb95-xhkpw / app-namespace / OTHER","control-project-56b89bcb95-xhkpw / app-namespace / GPU"
2025-03-01 16:53:20,1.14,0,3.84,0
2025-03-01 16:53:21,1.14,0,3.84,0
2025-03-01 16:53:22,1.14,0,3.84,0
2025-03-01 16:53:23,1.14,0,3.84,0
2025-03-01 16:53:24,1.14,0,3.84,0
2025-03-01 16:53:25,1.19,0,3.46,0
2025-03-01 16:53:26,1.19,0,3.46,0
2025-03-01 16:53:27,1.19,0,3.46,0
2025-03-01 16:53:28,1.19,0,3.46,0
2025-03-01 16:53:29,1.19,0,3.46,0
2025-03-01 16:53:30,1.19,0,3.46,0
2025-03-01 16:53:31,1.19,0,3.46,0
2025-03-01 16:53:32,1.19,0,3.46,0
2025-03-01 16:53:33,1.19,0,3.46,0
2025-03-01 16:53:34,1.19,0,3.46,0
2025-03-01 16:53:35,1.19,0,3.46,0
2025-03-01 16:53:36,1.19,0,3.46,0
2025-03-01 16:53:37,1.19,0,3.46,0
2025-03-01 16:53:38,1.19,0,3.46,0
2025-03-01 16:53:39,1.19,0,3.46,0
2025-03-01 16:53:40,1.19,0,3.46,0
2025-03-01 16:53:41,1.19,0,3.46,0
2025-03-01 16:53:42,1.19,0,3.46,0
2025-03-01 16:53:43,1.19,0,3.46,0
